code,name,market,catagory,type
002544,普天科技,A股,沪深A股,股票
300338,ST开元,A股,沪深A股,股票
300609,汇纳科技,A股,沪深A股,股票
300481,濮阳惠成,A股,沪深A股,股票
301248,杰创智能,A股,沪深A股,股票
600180,瑞茂通,A股,沪深A股,股票
002297,博云新材,A股,沪深A股,股票
301003,江苏博云,A股,沪深A股,股票
600356,恒丰纸业,A股,沪深A股,股票
600308,华泰股份,A股,沪深A股,股票
000099,中信海直,A股,沪深A股,股票
000851,高鸿股份,A股,沪深A股,股票
002849,威星智能,A股,沪深A股,股票
300605,恒锋信息,A股,沪深A股,股票
600229,城市传媒,A股,沪深A股,股票
300866,安克创新,A股,沪深A股,股票
600057,厦门象屿,A股,沪深A股,股票
300055,万邦达,A股,沪深A股,股票
300465,高伟达,A股,沪深A股,股票
002171,楚江新材,A股,沪深A股,股票
300533,冰川网络,A股,沪深A股,股票
600058,五矿发展,A股,沪深A股,股票
000935,四川双马,A股,沪深A股,股票
000606,*ST顺利,A股,沪深A股,股票
300417,南华仪器,A股,沪深A股,股票
603617,君禾股份,A股,沪深A股,股票
301180,万祥科技,A股,沪深A股,股票
688173,希荻微,A股,沪深A股,股票
300334,津膜科技,A股,沪深A股,股票
300319,麦捷科技,A股,沪深A股,股票
002451,摩恩电气,A股,沪深A股,股票
300469,信息发展,A股,沪深A股,股票
002295,精艺股份,A股,沪深A股,股票
600731,湖南海利,A股,沪深A股,股票
300809,华辰装备,A股,沪深A股,股票
605368,蓝天燃气,A股,沪深A股,股票
600227,圣济堂,A股,沪深A股,股票
600022,山东钢铁,A股,沪深A股,股票
600798,宁波海运,A股,沪深A股,股票
300266,兴源环境,A股,沪深A股,股票
002418,康盛股份,A股,沪深A股,股票
300058,蓝色光标,A股,沪深A股,股票
603095,越剑智能,A股,沪深A股,股票
688184,帕瓦股份,A股,沪深A股,股票
300083,创世纪,A股,沪深A股,股票
603703,盛洋科技,A股,沪深A股,股票
603131,上海沪工,A股,沪深A股,股票
601718,际华集团,A股,沪深A股,股票
600151,航天机电,A股,沪深A股,股票
300497,富祥药业,A股,沪深A股,股票
002433,ST太安,A股,沪深A股,股票
603767,中马传动,A股,沪深A股,股票
002594,比亚迪,A股,沪深A股,股票
300849,锦盛新材,A股,沪深A股,股票
002708,光洋股份,A股,沪深A股,股票
603019,中科曙光,A股,沪深A股,股票
688059,华锐精密,A股,沪深A股,股票
300043,星辉娱乐,A股,沪深A股,股票
688138,清溢光电,A股,沪深A股,股票
002249,大洋电机,A股,沪深A股,股票
600759,ST洲际,A股,沪深A股,股票
300197,节能铁汉,A股,沪深A股,股票
300265,通光线缆,A股,沪深A股,股票
603319,湘油泵,A股,沪深A股,股票
301153,中科江南,A股,沪深A股,股票
300476,胜宏科技,A股,沪深A股,股票
002263,大东南,A股,沪深A股,股票
002640,跨境通,A股,沪深A股,股票
600861,北京城乡,A股,沪深A股,股票
301380,挖金客,A股,沪深A股,股票
603077,和邦生物,A股,沪深A股,股票
603239,浙江仙通,A股,沪深A股,股票
002460,赣锋锂业,A股,沪深A股,股票
600449,宁夏建材,A股,沪深A股,股票
002831,裕同科技,A股,沪深A股,股票
300968,格林精密,A股,沪深A股,股票
002479,富春环保,A股,沪深A股,股票
688667,菱电电控,A股,沪深A股,股票
300467,迅游科技,A股,沪深A股,股票
603888,新华网,A股,沪深A股,股票
300292,吴通控股,A股,沪深A股,股票
300391,康跃科技,A股,沪深A股,股票
002455,百川股份,A股,沪深A股,股票
300563,神宇股份,A股,沪深A股,股票
300695,兆丰股份,A股,沪深A股,股票
002542,中化岩土,A股,沪深A股,股票
600130,波导股份,A股,沪深A股,股票
002156,通富微电,A股,沪深A股,股票
605377,华旺科技,A股,沪深A股,股票
300903,科翔股份,A股,沪深A股,股票
300550,和仁科技,A股,沪深A股,股票
301023,江南奕帆,A股,沪深A股,股票
300331,苏大维格,A股,沪深A股,股票
300323,华灿光电,A股,沪深A股,股票
300926,博俊科技,A股,沪深A股,股票
000553,安道麦A,A股,沪深A股,股票
002661,克明食品,A股,沪深A股,股票
301231,荣信文化,A股,沪深A股,股票
002053,云南能投,A股,沪深A股,股票
000831,中国稀土,A股,沪深A股,股票
688819,天能股份,A股,沪深A股,股票
300527,中船应急,A股,沪深A股,股票
002506,协鑫集成,A股,沪深A股,股票
688050,爱博医疗,A股,沪深A股,股票
601330,绿色动力,A股,沪深A股,股票
300240,飞力达,A股,沪深A股,股票
301072,中捷精工,A股,沪深A股,股票
002443,金洲管道,A股,沪深A股,股票
600251,冠农股份,A股,沪深A股,股票
600075,新疆天业,A股,沪深A股,股票
300980,祥源新材,A股,沪深A股,股票
300607,拓斯达,A股,沪深A股,股票
301359,东南电子,A股,沪深A股,股票
002485,*ST雪发,A股,沪深A股,股票
000571,ST大洲,A股,沪深A股,股票
688798,艾为电子,A股,沪深A股,股票
000061,农产品,A股,沪深A股,股票
002491,通鼎互联,A股,沪深A股,股票
000967,盈峰环境,A股,沪深A股,股票
301379,天山电子,A股,沪深A股,股票
600528,中铁工业,A股,沪深A股,股票
300153,科泰电源,A股,沪深A股,股票
603980,吉华集团,A股,沪深A股,股票
001231,农心科技,A股,沪深A股,股票
605088,冠盛股份,A股,沪深A股,股票
601868,中国能建,A股,沪深A股,股票
603639,海利尔,A股,沪深A股,股票
000719,中原传媒,A股,沪深A股,股票
603380,易德龙,A股,沪深A股,股票
601900,南方传媒,A股,沪深A股,股票
002064,华峰化学,A股,沪深A股,股票
603926,铁流股份,A股,沪深A股,股票
002242,九阳股份,A股,沪深A股,股票
002884,凌霄泵业,A股,沪深A股,股票
300651,金陵体育,A股,沪深A股,股票
600804,ST鹏博士,A股,沪深A股,股票
600157,永泰能源,A股,沪深A股,股票
300084,海默科技,A股,沪深A股,股票
300340,科恒股份,A股,沪深A股,股票
000156,华数传媒,A股,沪深A股,股票
600035,楚天高速,A股,沪深A股,股票
600371,万向德农,A股,沪深A股,股票
603013,亚普股份,A股,沪深A股,股票
600822,上海物贸,A股,沪深A股,股票
002504,ST弘高,A股,沪深A股,股票
002177,*ST御银,A股,沪深A股,股票
002087,新野纺织,A股,沪深A股,股票
300585,奥联电子,A股,沪深A股,股票
688585,上纬新材,A股,沪深A股,股票
002740,ST爱迪尔,A股,沪深A股,股票
605228,神通科技,A股,沪深A股,股票
601015,陕西黑猫,A股,沪深A股,股票
002440,闰土股份,A股,沪深A股,股票
000531,穗恒运Ａ,A股,沪深A股,股票
603797,联泰环保,A股,沪深A股,股票
688513,苑东生物,A股,沪深A股,股票
002616,长青集团,A股,沪深A股,股票
688013,天臣医疗,A股,沪深A股,股票
300921,南凌科技,A股,沪深A股,股票
600758,辽宁能源,A股,沪深A股,股票
301107,瑜欣电子,A股,沪深A股,股票
002886,沃特股份,A股,沪深A股,股票
002286,保龄宝,A股,沪深A股,股票
688181,八亿时空,A股,沪深A股,股票
002749,国光股份,A股,沪深A股,股票
603187,海容冷链,A股,沪深A股,股票
600156,华升股份,A股,沪深A股,股票
688255,凯尔达,A股,沪深A股,股票
688161,威高骨科,A股,沪深A股,股票
603657,春光科技,A股,沪深A股,股票
300035,中科电气,A股,沪深A股,股票
603278,大业股份,A股,沪深A股,股票
300487,蓝晓科技,A股,沪深A股,股票
600468,百利电气,A股,沪深A股,股票
000048,京基智农,A股,沪深A股,股票
000829,天音控股,A股,沪深A股,股票
601618,中国中冶,A股,沪深A股,股票
300717,华信新材,A股,沪深A股,股票
002878,元隆雅图,A股,沪深A股,股票
000876,新希望,A股,沪深A股,股票
002563,森马服饰,A股,沪深A股,股票
300173,福能东方,A股,沪深A股,股票
600539,狮头股份,A股,沪深A股,股票
600867,通化东宝,A股,沪深A股,股票
300785,值得买,A股,沪深A股,股票
603989,艾华集团,A股,沪深A股,股票
300647,超频三,A股,沪深A股,股票
300688,创业黑马,A股,沪深A股,股票
603648,畅联股份,A股,沪深A股,股票
600992,贵绳股份,A股,沪深A股,股票
301282,金禄电子,A股,沪深A股,股票
300119,瑞普生物,A股,沪深A股,股票
600651,飞乐音响,A股,沪深A股,股票
002902,铭普光磁,A股,沪深A股,股票
600599,ST熊猫,A股,沪深A股,股票
600467,好当家,A股,沪深A股,股票
688371,菲沃泰,A股,沪深A股,股票
601218,吉鑫科技,A股,沪深A股,股票
300449,汉邦高科,A股,沪深A股,股票
002002,鸿达兴业,A股,沪深A股,股票
300185,通裕重工,A股,沪深A股,股票
688285,高铁电气,A股,沪深A股,股票
605599,菜百股份,A股,沪深A股,股票
300221,银禧科技,A股,沪深A股,股票
002065,东华软件,A股,沪深A股,股票
688003,天准科技,A股,沪深A股,股票
002130,沃尔核材,A股,沪深A股,股票
300690,双一科技,A股,沪深A股,股票
600787,中储股份,A股,沪深A股,股票
300147,香雪制药,A股,沪深A股,股票
002218,拓日新能,A股,沪深A股,股票
002925,盈趣科技,A股,沪深A股,股票
688325,赛微微电,A股,沪深A股,股票
603169,兰石重装,A股,沪深A股,股票
300645,正元智慧,A股,沪深A股,股票
300491,通合科技,A股,沪深A股,股票
002864,盘龙药业,A股,沪深A股,股票
605180,华生科技,A股,沪深A股,股票
603227,雪峰科技,A股,沪深A股,股票
300542,新晨科技,A股,沪深A股,股票
300273,*ST和佳,A股,沪深A股,股票
000532,华金资本,A股,沪深A股,股票
600507,方大特钢,A股,沪深A股,股票
688395,正弦电气,A股,沪深A股,股票
688510,航亚科技,A股,沪深A股,股票
002256,兆新股份,A股,沪深A股,股票
300787,海能实业,A股,沪深A股,股票
603165,荣晟环保,A股,沪深A股,股票
002647,仁东控股,A股,沪深A股,股票
002445,中南文化,A股,沪深A股,股票
688321,微芯生物,A股,沪深A股,股票
603211,晋拓股份,A股,沪深A股,股票
600127,金健米业,A股,沪深A股,股票
603488,展鹏科技,A股,沪深A股,股票
300039,上海凯宝,A股,沪深A股,股票
002579,中京电子,A股,沪深A股,股票
002662,京威股份,A股,沪深A股,股票
001872,招商港口,A股,沪深A股,股票
603113,金能科技,A股,沪深A股,股票
603097,江苏华辰,A股,沪深A股,股票
300878,维康药业,A股,沪深A股,股票
002067,景兴纸业,A股,沪深A股,股票
300907,康平科技,A股,沪深A股,股票
002725,跃岭股份,A股,沪深A股,股票
002871,伟隆股份,A股,沪深A股,股票
300590,移为通信,A股,沪深A股,股票
688509,正元地信,A股,沪深A股,股票
601766,中国中车,A股,沪深A股,股票
002073,软控股份,A股,沪深A股,股票
603255,鼎际得,A股,沪深A股,股票
002144,宏达高科,A股,沪深A股,股票
002529,海源复材,A股,沪深A股,股票
002334,英威腾,A股,沪深A股,股票
600500,中化国际,A股,沪深A股,股票
301196,唯科科技,A股,沪深A股,股票
301101,明月镜片,A股,沪深A股,股票
000404,长虹华意,A股,沪深A股,股票
300492,华图山鼎,A股,沪深A股,股票
600089,特变电工,A股,沪深A股,股票
688062,迈威生物-U,A股,沪深A股,股票
002560,通达股份,A股,沪深A股,股票
300457,赢合科技,A股,沪深A股,股票
603599,广信股份,A股,沪深A股,股票
600278,东方创业,A股,沪深A股,股票
002633,申科股份,A股,沪深A股,股票
600085,同仁堂,A股,沪深A股,股票
300777,中简科技,A股,沪深A股,股票
002581,未名医药,A股,沪深A股,股票
688296,和达科技,A股,沪深A股,股票
000058,深赛格,A股,沪深A股,股票
603421,鼎信通讯,A股,沪深A股,股票
002624,完美世界,A股,沪深A股,股票
002453,华软科技,A股,沪深A股,股票
002658,雪迪龙,A股,沪深A股,股票
000505,京粮控股,A股,沪深A股,股票
300513,恒实科技,A股,沪深A股,股票
000698,沈阳化工,A股,沪深A股,股票
600262,北方股份,A股,沪深A股,股票
002463,沪电股份,A股,沪深A股,股票
600118,中国卫星,A股,沪深A股,股票
600299,安迪苏,A股,沪深A股,股票
002200,ST交投,A股,沪深A股,股票
001696,宗申动力,A股,沪深A股,股票
002978,安宁股份,A股,沪深A股,股票
600207,安彩高科,A股,沪深A股,股票
002660,茂硕电源,A股,沪深A股,股票
601882,海天精工,A股,沪深A股,股票
600966,博汇纸业,A股,沪深A股,股票
603290,斯达半导,A股,沪深A股,股票
688419,耐科装备,A股,沪深A股,股票
688163,赛伦生物,A股,沪深A股,股票
600855,航天长峰,A股,沪深A股,股票
000972,ST中基,A股,沪深A股,股票
002995,天地在线,A股,沪深A股,股票
605305,中际联合,A股,沪深A股,股票
002786,银宝山新,A股,沪深A股,股票
002750,龙津药业,A股,沪深A股,股票
688319,欧林生物,A股,沪深A股,股票
601608,中信重工,A股,沪深A股,股票
300522,世名科技,A股,沪深A股,股票
003019,宸展光电,A股,沪深A股,股票
603315,福鞍股份,A股,沪深A股,股票
301289,国缆检测,A股,沪深A股,股票
688571,杭华股份,A股,沪深A股,股票
601018,宁波港,A股,沪深A股,股票
301160,翔楼新材,A股,沪深A股,股票
603960,克来机电,A股,沪深A股,股票
688151,华强科技,A股,沪深A股,股票
688227,品高股份,A股,沪深A股,股票
300440,运达科技,A股,沪深A股,股票
002556,辉隆股份,A股,沪深A股,股票
000925,众合科技,A股,沪深A股,股票
003041,真爱美家,A股,沪深A股,股票
600820,隧道股份,A股,沪深A股,股票
301086,鸿富瀚,A股,沪深A股,股票
603619,中曼石油,A股,沪深A股,股票
603042,华脉科技,A股,沪深A股,股票
301139,元道通信,A股,沪深A股,股票
300336,*ST新文,A股,沪深A股,股票
603893,瑞芯微,A股,沪深A股,股票
002170,芭田股份,A股,沪深A股,股票
600764,中国海防,A股,沪深A股,股票
000903,云内动力,A股,沪深A股,股票
002592,ST八菱,A股,沪深A股,股票
600193,创兴资源,A股,沪深A股,股票
688009,中国通号,A股,沪深A股,股票
603519,立霸股份,A股,沪深A股,股票
000005,ST星源,A股,沪深A股,股票
002957,科瑞技术,A股,沪深A股,股票
000826,启迪环境,A股,沪深A股,股票
300003,乐普医疗,A股,沪深A股,股票
688047,龙芯中科,A股,沪深A股,股票
605199,葫芦娃,A股,沪深A股,股票
600587,新华医疗,A股,沪深A股,股票
300364,中文在线,A股,沪深A股,股票
002203,海亮股份,A股,沪深A股,股票
688589,力合微,A股,沪深A股,股票
601326,秦港股份,A股,沪深A股,股票
603676,卫信康,A股,沪深A股,股票
003013,地铁设计,A股,沪深A股,股票
001298,好上好,A股,沪深A股,股票
000713,丰乐种业,A股,沪深A股,股票
300508,维宏股份,A股,沪深A股,股票
600223,鲁商发展,A股,沪深A股,股票
000901,航天科技,A股,沪深A股,股票
688332,中科蓝讯,A股,沪深A股,股票
000413,东旭光电,A股,沪深A股,股票
300347,泰格医药,A股,沪深A股,股票
600243,青海华鼎,A股,沪深A股,股票
601568,北元集团,A股,沪深A股,股票
002987,京北方,A股,沪深A股,股票
688456,有研粉材,A股,沪深A股,股票
601226,华电重工,A股,沪深A股,股票
603133,碳元科技,A股,沪深A股,股票
688177,百奥泰,A股,沪深A股,股票
601698,中国卫通,A股,沪深A股,股票
688701,卓锦股份,A股,沪深A股,股票
300172,中电环保,A股,沪深A股,股票
300471,厚普股份,A股,沪深A股,股票
603366,日出东方,A股,沪深A股,股票
600967,内蒙一机,A股,沪深A股,股票
600017,日照港,A股,沪深A股,股票
300486,东杰智能,A股,沪深A股,股票
603677,奇精机械,A股,沪深A股,股票
603206,嘉环科技,A股,沪深A股,股票
300228,富瑞特装,A股,沪深A股,股票
002593,日上集团,A股,沪深A股,股票
000700,模塑科技,A股,沪深A股,股票
301053,远信工业,A股,沪深A股,股票
002737,葵花药业,A股,沪深A股,股票
002009,天奇股份,A股,沪深A股,股票
002554,惠博普,A股,沪深A股,股票
301285,鸿日达,A股,沪深A股,股票
600232,金鹰股份,A股,沪深A股,股票
002975,博杰股份,A股,沪深A股,股票
002080,中材科技,A股,沪深A股,股票
600107,美尔雅,A股,沪深A股,股票
600480,凌云股份,A股,沪深A股,股票
300129,泰胜风能,A股,沪深A股,股票
601107,四川成渝,A股,沪深A股,股票
688197,首药控股-U,A股,沪深A股,股票
003022,联泓新科,A股,沪深A股,股票
000982,中银绒业,A股,沪深A股,股票
600288,大恒科技,A股,沪深A股,股票
002079,苏州固锝,A股,沪深A股,股票
605198,安德利,A股,沪深A股,股票
300435,中泰股份,A股,沪深A股,股票
002984,森麒麟,A股,沪深A股,股票
002559,亚威股份,A股,沪深A股,股票
301125,腾亚精工,A股,沪深A股,股票
600876,洛阳玻璃,A股,沪深A股,股票
603991,至正股份,A股,沪深A股,股票
601188,龙江交通,A股,沪深A股,股票
300526,*ST中潜,A股,沪深A股,股票
301090,华润材料,A股,沪深A股,股票
300189,神农科技,A股,沪深A股,股票
000040,东旭蓝天,A股,沪深A股,股票
001336,楚环科技,A股,沪深A股,股票
605399,晨光新材,A股,沪深A股,股票
002337,赛象科技,A股,沪深A股,股票
600557,康缘药业,A股,沪深A股,股票
603868,飞科电器,A股,沪深A股,股票
002869,金溢科技,A股,沪深A股,股票
002927,泰永长征,A股,沪深A股,股票
301363,美好医疗,A股,沪深A股,股票
301369,联动科技,A股,沪深A股,股票
300654,世纪天鸿,A股,沪深A股,股票
603585,苏利股份,A股,沪深A股,股票
002772,众兴菌业,A股,沪深A股,股票
300397,天和防务,A股,沪深A股,股票
600381,青海春天,A股,沪深A股,股票
300835,龙磁科技,A股,沪深A股,股票
600279,重庆港,A股,沪深A股,股票
600549,厦门钨业,A股,沪深A股,股票
002140,东华科技,A股,沪深A股,股票
300711,广哈通信,A股,沪深A股,股票
300752,隆利科技,A股,沪深A股,股票
300277,海联讯,A股,沪深A股,股票
002971,和远气体,A股,沪深A股,股票
003018,金富科技,A股,沪深A股,股票
603738,泰晶科技,A股,沪深A股,股票
600959,江苏有线,A股,沪深A股,股票
300743,天地数码,A股,沪深A股,股票
002721,金一文化,A股,沪深A股,股票
002093,国脉科技,A股,沪深A股,股票
688553,汇宇制药-W,A股,沪深A股,股票
000803,山高环能,A股,沪深A股,股票
600889,南京化纤,A股,沪深A股,股票
600635,大众公用,A股,沪深A股,股票
603867,新化股份,A股,沪深A股,股票
000045,深纺织Ａ,A股,沪深A股,股票
603037,凯众股份,A股,沪深A股,股票
300547,川环科技,A股,沪深A股,股票
600686,金龙汽车,A股,沪深A股,股票
301335,天元宠物,A股,沪深A股,股票
688100,威胜信息,A股,沪深A股,股票
000998,隆平高科,A股,沪深A股,股票
300313,ST天山,A股,沪深A股,股票
002384,东山精密,A股,沪深A股,股票
000702,正虹科技,A股,沪深A股,股票
002124,天邦食品,A股,沪深A股,股票
002109,兴化股份,A股,沪深A股,股票
000966,长源电力,A股,沪深A股,股票
688459,哈铁科技,A股,沪深A股,股票
000890,法尔胜,A股,沪深A股,股票
600461,洪城环境,A股,沪深A股,股票
002001,新和成,A股,沪深A股,股票
600933,爱柯迪,A股,沪深A股,股票
600168,武汉控股,A股,沪深A股,股票
002492,恒基达鑫,A股,沪深A股,股票
000885,城发环境,A股,沪深A股,股票
600517,国网英大,A股,沪深A股,股票
601988,中国银行,A股,沪深A股,股票
600962,国投中鲁,A股,沪深A股,股票
600970,中材国际,A股,沪深A股,股票
603977,国泰集团,A股,沪深A股,股票
603156,养元饮品,A股,沪深A股,股票
300703,创源股份,A股,沪深A股,股票
603031,安孚科技,A股,沪深A股,股票
300008,天海防务,A股,沪深A股,股票
000572,海马汽车,A股,沪深A股,股票
603722,阿科力,A股,沪深A股,股票
605189,富春染织,A股,沪深A股,股票
601399,国机重装,A股,沪深A股,股票
002781,*ST奇信,A股,沪深A股,股票
688192,迪哲医药-U,A股,沪深A股,股票
002060,粤水电,A股,沪深A股,股票
300985,致远新能,A股,沪深A股,股票
603159,上海亚虹,A股,沪深A股,股票
002872,ST天圣,A股,沪深A股,股票
300200,高盟新材,A股,沪深A股,股票
601228,广州港,A股,沪深A股,股票
688101,三达膜,A股,沪深A股,股票
300446,乐凯新材,A股,沪深A股,股票
002991,甘源食品,A股,沪深A股,股票
603799,华友钴业,A股,沪深A股,股票
301237,和顺科技,A股,沪深A股,股票
600535,天士力,A股,沪深A股,股票
600348,华阳股份,A股,沪深A股,股票
003030,祖名股份,A股,沪深A股,股票
300772,运达股份,A股,沪深A股,股票
000096,广聚能源,A股,沪深A股,股票
603950,长源东谷,A股,沪深A股,股票
002408,齐翔腾达,A股,沪深A股,股票
603086,先达股份,A股,沪深A股,股票
603048,浙江黎明,A股,沪深A股,股票
688619,罗普特,A股,沪深A股,股票
603100,川仪股份,A股,沪深A股,股票
603586,金麒麟,A股,沪深A股,股票
603577,汇金通,A股,沪深A股,股票
003039,顺控发展,A股,沪深A股,股票
603056,德邦股份,A股,沪深A股,股票
603662,柯力传感,A股,沪深A股,股票
603000,人民网,A股,沪深A股,股票
002141,贤丰控股,A股,沪深A股,股票
000666,经纬纺机,A股,沪深A股,股票
301219,腾远钴业,A股,沪深A股,股票
688685,迈信林,A股,沪深A股,股票
002823,凯中精密,A股,沪深A股,股票
601368,绿城水务,A股,沪深A股,股票
300423,昇辉科技,A股,沪深A股,股票
300565,科信技术,A股,沪深A股,股票
603605,珀莱雅,A股,沪深A股,股票
301069,凯盛新材,A股,沪深A股,股票
002938,鹏鼎控股,A股,沪深A股,股票
300879,大叶股份,A股,沪深A股,股票
002553,南方精工,A股,沪深A股,股票
000809,ST新城,A股,沪深A股,股票
603726,朗迪集团,A股,沪深A股,股票
000681,视觉中国,A股,沪深A股,股票
600365,ST通葡,A股,沪深A股,股票
002880,卫光生物,A股,沪深A股,股票
000665,湖北广电,A股,沪深A股,股票
000409,云鼎科技,A股,沪深A股,股票
301062,上海艾录,A股,沪深A股,股票
300004,南风股份,A股,沪深A股,股票
000004,ST国华,A股,沪深A股,股票
600028,中国石化,A股,沪深A股,股票
300569,天能重工,A股,沪深A股,股票
603880,南卫股份,A股,沪深A股,股票
603121,华培动力,A股,沪深A股,股票
003038,鑫铂股份,A股,沪深A股,股票
605069,正和生态,A股,沪深A股,股票
603359,东珠生态,A股,沪深A股,股票
002298,中电兴发,A股,沪深A股,股票
300959,线上线下,A股,沪深A股,股票
002630,华西能源,A股,沪深A股,股票
002178,延华智能,A股,沪深A股,股票
002282,博深股份,A股,沪深A股,股票
600448,华纺股份,A股,沪深A股,股票
000520,长航凤凰,A股,沪深A股,股票
600032,浙江新能,A股,沪深A股,股票
688772,珠海冠宇,A股,沪深A股,股票
300304,云意电气,A股,沪深A股,股票
002014,永新股份,A股,沪深A股,股票
300123,亚光科技,A股,沪深A股,股票
300393,中来股份,A股,沪深A股,股票
601006,大秦铁路,A股,沪深A股,股票
002502,鼎龙文化,A股,沪深A股,股票
600125,铁龙物流,A股,沪深A股,股票
603788,宁波高发,A股,沪深A股,股票
002545,东方铁塔,A股,沪深A股,股票
603320,迪贝电气,A股,沪深A股,股票
002411,*ST必康,A股,沪深A股,股票
603815,交建股份,A股,沪深A股,股票
300697,电工合金,A股,沪深A股,股票
605080,浙江自然,A股,沪深A股,股票
300057,万顺新材,A股,沪深A股,股票
300775,三角防务,A股,沪深A股,股票
603132,金徽股份,A股,沪深A股,股票
002224,三力士,A股,沪深A股,股票
002176,江特电机,A股,沪深A股,股票
600098,广州发展,A股,沪深A股,股票
603555,贵人鸟,A股,沪深A股,股票
000949,新乡化纤,A股,沪深A股,股票
603889,新澳股份,A股,沪深A股,股票
300644,南京聚隆,A股,沪深A股,股票
300321,同大股份,A股,沪深A股,股票
601827,三峰环境,A股,沪深A股,股票
300634,彩讯股份,A股,沪深A股,股票
002403,爱仕达,A股,沪深A股,股票
603811,诚意药业,A股,沪深A股,股票
002309,ST中利,A股,沪深A股,股票
600179,安通控股,A股,沪深A股,股票
300337,银邦股份,A股,沪深A股,股票
600714,金瑞矿业,A股,沪深A股,股票
688039,当虹科技,A股,沪深A股,股票
000507,珠海港,A股,沪深A股,股票
601233,桐昆股份,A股,沪深A股,股票
688275,万润新能,A股,沪深A股,股票
000423,东阿阿胶,A股,沪深A股,股票
603729,龙韵股份,A股,沪深A股,股票
600996,贵广网络,A股,沪深A股,股票
603879,永悦科技,A股,沪深A股,股票
002888,惠威科技,A股,沪深A股,股票
603363,傲农生物,A股,沪深A股,股票
601328,交通银行,A股,沪深A股,股票
002588,史丹利,A股,沪深A股,股票
002590,万安科技,A股,沪深A股,股票
600481,双良节能,A股,沪深A股,股票
300341,麦克奥迪,A股,沪深A股,股票
600212,绿能慧充,A股,沪深A股,股票
301388,欣灵电气,A股,沪深A股,股票
603602,纵横通信,A股,沪深A股,股票
300188,美亚柏科,A股,沪深A股,股票
300243,瑞丰高材,A股,沪深A股,股票
301152,天力锂能,A股,沪深A股,股票
002802,洪汇新材,A股,沪深A股,股票
301163,宏德股份,A股,沪深A股,股票
002779,中坚科技,A股,沪深A股,股票
300540,蜀道装备,A股,沪深A股,股票
002826,易明医药,A股,沪深A股,股票
601012,隆基绿能,A股,沪深A股,股票
301213,观想科技,A股,沪深A股,股票
002917,金奥博,A股,沪深A股,股票
002699,ST美盛,A股,沪深A股,股票
301096,百诚医药,A股,沪深A股,股票
601999,出版传媒,A股,沪深A股,股票
688432,有研硅,A股,沪深A股,股票
002149,西部材料,A股,沪深A股,股票
300137,先河环保,A股,沪深A股,股票
600973,宝胜股份,A股,沪深A股,股票
002100,天康生物,A股,沪深A股,股票
300913,兆龙互连,A股,沪深A股,股票
300987,川网传媒,A股,沪深A股,股票
002391,长青股份,A股,沪深A股,股票
603161,科华控股,A股,沪深A股,股票
002088,鲁阳节能,A股,沪深A股,股票
300258,精锻科技,A股,沪深A股,股票
601919,中远海控,A股,沪深A股,股票
600792,云煤能源,A股,沪深A股,股票
600292,远达环保,A股,沪深A股,股票
600537,亿晶光电,A股,沪深A股,股票
002466,天齐锂业,A股,沪深A股,股票
002941,新疆交建,A股,沪深A股,股票
000570,苏常柴Ａ,A股,沪深A股,股票
600391,航发科技,A股,沪深A股,股票
601801,皖新传媒,A股,沪深A股,股票
600114,东睦股份,A股,沪深A股,股票
002876,三利谱,A股,沪深A股,股票
300667,必创科技,A股,沪深A股,股票
002196,方正电机,A股,沪深A股,股票
300356,*ST光一,A股,沪深A股,股票
688661,和林微纳,A股,沪深A股,股票
002096,南岭民爆,A股,沪深A股,股票
300681,英搏尔,A股,沪深A股,股票
688171,纬德信息,A股,沪深A股,股票
002250,联化科技,A股,沪深A股,股票
002259,ST升达,A股,沪深A股,股票
002108,沧州明珠,A股,沪深A股,股票
300953,震裕科技,A股,沪深A股,股票
300048,合康新能,A股,沪深A股,股票
601717,郑煤机,A股,沪深A股,股票
600874,创业环保,A股,沪深A股,股票
002323,雅博股份,A股,沪深A股,股票
300118,东方日升,A股,沪深A股,股票
003007,直真科技,A股,沪深A股,股票
601113,华鼎股份,A股,沪深A股,股票
300483,首华燃气,A股,沪深A股,股票
002193,如意集团,A股,沪深A股,股票
300768,迪普科技,A股,沪深A股,股票
601866,中远海发,A股,沪深A股,股票
001258,立新能源,A股,沪深A股,股票
600052,东望时代,A股,沪深A股,股票
600697,欧亚集团,A股,沪深A股,股票
002666,德联集团,A股,沪深A股,股票
300797,钢研纳克,A股,沪深A股,股票
002467,二六三,A股,沪深A股,股票
603466,风语筑,A股,沪深A股,股票
688733,壹石通,A股,沪深A股,股票
300462,华铭智能,A股,沪深A股,股票
603505,金石资源,A股,沪深A股,股票
603500,祥和实业,A股,沪深A股,股票
600580,卧龙电驱,A股,沪深A股,股票
300101,振芯科技,A股,沪深A股,股票
002642,荣联科技,A股,沪深A股,股票
603938,三孚股份,A股,沪深A股,股票
603066,音飞储存,A股,沪深A股,股票
688387,信科移动-U,A股,沪深A股,股票
603693,江苏新能,A股,沪深A股,股票
603936,博敏电子,A股,沪深A股,股票
300865,大宏立,A股,沪深A股,股票
603017,中衡设计,A股,沪深A股,股票
300602,飞荣达,A股,沪深A股,股票
600969,郴电国际,A股,沪深A股,股票
300191,潜能恒信,A股,沪深A股,股票
688116,天奈科技,A股,沪深A股,股票
