,fps,img_src,name
157,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '', '', '1080p', '1080p', '60fps', '60fps', '', '', '1080p', '60fps', '', '', '动态1800c [~ 1800c]', '动态1800c [~ 1800c]', '30fps 卡顿', '30fps 卡顿', '', '', '动态1800c [~ 1800c]', '30fps 卡顿', '']",https://image.api.playstation.com/trophy/np/NPWR14216_00_0052C0164665F407E1C8A49AC6D9EB347A203E3941/7FB27004C36B0B2C0076B152BB58D51F2CF1E33C.PNG,"Firewall Zero Hour
防火墙:绝命时刻"
158,"['', '1260t [~ 1260p]', '1260t [~ 1260p]', '稳定60fps', '稳定60fps', '', '', '1260t [~ 1260p]', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR10466_00_00A39DB921FEF4BEB72F7E53FC7FCF35AE190C67D6/202C99D2FBF3E88F1175625CCC502FD63ADD729C.PNG,"Firewatch
看火人"
159,"['', '1440p', '1440p', '30fps', '30fps', '', '', '1440p', '30fps', '']",https://image.api.playstation.com/trophy/np/NPWR16122_00_00487B2C4C7DAB614BCC7263DE7A662144EE931719/BE2E77F4968D3C08E8FBD387202CE5DF16D6880F.PNG,"Fist of the North Star: Lost Paradise
人中北斗"
160,"['', '1296p', '1296p', '60fps', '60fps', '', '', '1296p', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR05426_00_00C86582C4A78AB2A7C3A93D85A0D4188D5758E9C5/147F1BBD2429FE38E2AA79D48F332AA5D71D89D5.PNG,"Flower
花"
161,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR11239_00_001CB2CF223D551E777F57CAAE9FDD61478582AC51/F7CACB082F35177CCB83B163D168206CDDD5D2C7.PNG,"Flywrench
飞行扳手"
162,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR14986_00_0076B3600AADBEC0D096D9451669CBE6699212996A/F54A95B711ADBAA22DDCA456237D107C320778F2.PNG,"Full Metal Panic! Fight! Who Dares Wins
全金属狂潮 谁与争锋"
163,"['', '1080p', '1080p', '55-60fps', '55-60fps', '', '', '1080p', '55-60fps', '']",https://image.api.playstation.com/null.png,"Furl
"
164,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR15081_00_00BE2E15E4A3998F20C8BC694DE75BC4822378C876/034DE3ED49F4084319FFA0050E439EC040130B9A.PNG,"GRID [2019]
超级房车赛 [2019]"
165,"['', '动态1440p [1440p]', '动态1440p [1440p]', '60fps', '60fps', '', '', '动态1440p [1440p]', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR18750_00_0047CE650EAF8303B9A9286DA9F8DA5BFCBBAD2ECC/A95FE16A547B033502550EE4844B4CEB70045B9B.PNG,"GRIS
"
166,"['', '2160p', '2160p', '稳定60fps', '稳定60fps', '', '', '2160p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09530_00_00EB92674ED78E24ACAEEECC076E7572CE3D88E6A3/5B66687F910E92358484A1B6F3FFC3C2D688D445.PNG,"Galak-Z: The Dimensional
Galak-Z:维度"
167,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR07882_00_00902BCC5CC70246568073BDB3A48831E120D4D456/11ACFF657C71CA36E16F3A6AEA555BDD47CC0246.PNG,"Game of Thrones: A Telltale Game Series
权力的游戏"
168,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://www.psnine.com/006CBF6C07BE43DF04CAD59F778541D17F9F929E19/2A4F24B1D24DAE1AB25305B5CB7E98DFFC82EAA7,"Gas Guzzlers Extreme
燃油机车:极限版"
169,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR21232_00_0095BDA1569E0A38C1CF5A25FA9775CB4C418FA42A/411CCD4CD5803B78BDF32BBD45E0EF2D05849020.PNG,"Genshin Impact
原神"
170,"['', '3360x2160', '3360x2160', '60fps', '60fps', '', '', '3360x2160', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR15120_00_00736F40BFE5A427C57A238478A141FABB81ABA3C7/F7780A7B9141F2A1D0B68E578787D962D7F69C31.PNG,"Ghost of Tsushima
对马岛之魂"
171,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '', '', '1800c', '1800c', '稳定60fps', '稳定60fps', '', '', '1800c', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR19173_00_00A06462C0416EBE4D2E991FCE77D4E5F6D51E43B4/2BA8F4E76A6454ED69D43A7C7E9C7A022E4F1813.PNG,"Ghostbusters: The Video Game Remastered
捉鬼敢死队 重制版"
172,"['', '2160p', '2160p', '稳定60fps', '稳定60fps', '', '', '2160p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR21725_00_001D0238D7F07216CB42A43E741830F15A09EA395D/397F3662B9996B5A324C2C79ED4EA6400A4E733C.PNG,"Ghostrunner
幽灵行者"
173,"['', '1080p', '1080p', '40-60fps', '40-60fps', '', '', '1080p', '40-60fps', '']",https://image.api.playstation.com/trophy/np/NPWR07900_00_004034CC1835B2***7E98B00FD961CB4C1C7204BE1/6B7E607B199DE46C795643EDD8FCEC12BE46FCA2.PNG,"Giana Sisters: Twisted Dreams – Director’s Cut
吉娜姐妹 扭曲梦境 导演剪辑版"
174,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR13340_00_00D971E2DAA4E3ADE0700A80B02F495D1F45EC3D44/0BA45190566D606A958F8A0447F5FC0F9B07B3E5.PNG,"Gintama Rumble
银魂乱舞"
175,"['', '1440p', '1440p', '60fps 掉帧', '60fps 掉帧', '', '', '1440p', '60fps 掉帧', '']",https://image.api.playstation.com/trophy/np/NPWR09229_00_0083DE905271C970376786195C3A87FD9FB5AEAF16/80A2FFBE208F77346A5CEC1C31B99A98D83E8005.PNG,"Goat Simulator
模拟山羊"
176,"['', '1080p', '1080p', '60fps', '60fps', '', '', '1080p', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR11902_00_0077E95816E45B05089A256D51C7782E2F49D5D720/85B7599CB0F973CD5EF3FAD056A97668263D69ED.PNG,"God Eater 3
噬神者3"
177,"['', '2160c', '2160c', '稳定30fps', '稳定30fps', '', '', '2160c', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR08268_00_007C6460B26BBD12317E647A8F311FBF91DD928D4A/8E57416AFC918847A599DD0F7097FE4F64D1A552.PNG,"God of War III Remastered
战神3 高清重制版"
178,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR12518_00_009C1232E900005FE409857E926767DFE9CAC7F371/CCDC60CADE4B3970C348FEFDE0094BA95C0A802F.PNG,"God of War [2018]
战神4"
179,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '', '', '2160c', '2160c', '稳定60fps', '稳定60fps', '需要1.0版本', '需要1.0版本', '2160c', '稳定60fps', '需要1.0版本', '', '2160c', '2160c', '稳定30fps', '稳定30fps', '', '', '2160c', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR09921_00_003EE781881CD253436F47B136654659336BAE8773/0DC2B0C04F0A7204D2FCFD4ECFF20B7E65FD2B41.PNG,"Gran Turismo Sport
跑车浪漫旅 竞速"
180,"['', '1800c', '1800c', '稳定60fps', '稳定60fps', '', '', '1800c', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR18008_00_00EE52460D584676975A43B42AB586561BA3B11648/2F8D66512F2A7B41503CBCFE8C5E555321210D56.PNG,"Granblue Fantasy Versus
碧蓝幻想"
181,"['', '1620p', '1620p', '稳定60fps', '稳定60fps', '', '', '1620p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR10810_00_003A9132145EF195DE36957CBC500BADDDD584C9AA/1C23F2F94BA320E040047CD6A03FED22D11806F4.PNG,"Grand Kingdom
大王国"
182,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR06221_00_00943B71B23B3A5D98EB6CA419684E0F0A07FA8707/A3E52C438318CCEC6346EB2A31DBF31164A95A25.PNG,"Grand Theft Auto Online
侠盗猎车5 在线版"
183,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR06221_00_00943B71B23B3A5D98EB6CA419684E0F0A07FA8707/A3E52C438318CCEC6346EB2A31DBF31164A95A25.PNG,"Grand Theft Auto V
侠盗猎车手5"
184,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR09341_00_00C51E0E81***FBFC4754D06B2D3AC6618AB31F007/7D67ADD2FCBFE1C08F6948BB92E61DAE1A195A89.PNG,"Grand Theft Auto: Vice City
侠盗猎车手 罪恶都市"
185,"['', '1080s', '1080s', '20-30fps', '20-30fps', '', '', '1080s', '20-30fps', '']",https://image.api.playstation.com/trophy/np/NPWR09071_00_008990718F2B1BA12B2C7E4978E9FBF50BB12B4805/6E699293D267403A8A1A36A69E07F3438D2B2DA9.PNG,"Gravity Rush 2
重力异想世界2"
186,"['', '2160g', '2160g', '稳定30fps', '稳定30fps', '提升了绘制距离', '提升了绘制距离', '2160g', '稳定30fps', '提升了绘制距离']",https://image.api.playstation.com/trophy/np/NPWR07915_00_0014E1EC221752F30875FAC76B3E49481191C5D565/0F5DB6959576D7172BC318CEE2FD615B50AEA7EF.PNG,"Gravity Rush Remastered
重力异想世界 重制版"
187,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09302_00_00822B257DD15AE3238FEEA8248759C1B039154BDA/E5DDC3771AAB002553EA88B0FFD2B9890DD403B2.PNG,"Grow Home
成长家园"
188,"['', '1080p', '1080p', '30fps 卡顿', '30fps 卡顿', '', '', '1080p', '30fps 卡顿', '']",https://image.api.playstation.com/trophy/np/NPWR10126_00_00B71A99A02F0CBA06FD43F769BD6779B115B44825/2271ABD0BB48D27B8557943FDEA2C2AC4C58470A.PNG,"Guilty Gear Xrd -REVELATOR-
罪恶装备 未知次元 -启示者-"
189,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR17897_00_00CC00A2EC4BC31DCC2E22446A406C111B80892224/F749EB4BC112D2048972D2658EEBA9F06C22E2DB.PNG,"H1Z1 Battle Royale
"
190,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR12898_00_00FA353A3567C15DCFFF8286C274BEB8026F300704/AEB99025CAE61A9ED2D9308E539596F210F58FE9.PNG,"Hatsune Miku: Project DIVA Future Tone
初音未来 歌姬计划 Future Tone "
191,"['', '2160p', '2160p', '稳定60fps', '稳定60fps', '', '', '2160p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09525_00_0005417BA4AB41365C5AFCEC91D1ED8BBAADE14172/36F1E604FD920D1E7C83AC39AB965DD1E711C696.PNG,"Heavy Rain
暴雨"
192,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR12592_00_009A396314896B7BFBCCD5BAF1BC1217CD0BB08DCF/31D375EE4DC8B0ABE3CED1043C0883C0F82DE932.PNG,"Hellblade: Senua’s Sacrifice
地狱之刃 塞娜的献祭"
193,"['', '动态1080p [1080p]', '动态1080p [1080p]', '60fps', '60fps', '少量画面Bug', '少量画面Bug', '动态1080p [1080p]', '60fps', '少量画面Bug', '', '动态1440p [~1440p]', '动态1440p [~1440p]', '稳定30fps', '稳定30fps', '少量画面Bug', '少量画面Bug', '动态1440p [~1440p]', '稳定30fps', '少量画面Bug']",https://image.api.playstation.com/trophy/np/NPWR08864_00_00DA00E88057CEC122A65CD3F26877193A4ACF2CDF/6AB03DA6802CBDC0AFBEC9ABEC4F693138DDDBB6.PNG,"Hitman
杀手6"
194,"['', '1440p', '1440p', '稳定60fps', '稳定60fps', '', '', '1440p', '稳定60fps', '', '', '1440p', '1440p', '稳定30fps', '稳定30fps', '', '', '1440p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR17113_00_004DD75BD0EB5BCD380380A61F2F0166F065280895/1D8CE6E00C1E5F9B8F6B0B4A4B38055ECE2B586A.PNG,"Hitman 2
杀手2"
195,"['', '1440p', '1440p', '稳定60fps', '稳定60fps', '', '', '1440p', '稳定60fps', '', '', '1440p', '1440p', '稳定30fps', '稳定30fps', '', '', '1440p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR16297_00_00480B1D9C4B2C263C4EEC8DDB80CEF12063AE2D6C/41BE283891111B51D79B70448673F99CFEF48238.PNG,"Hollow Knight: Voidheart Edition
空洞骑士: 虚空之心"
196,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR08741_00_0085A8C346E2A47CBD363F21085824CD7310A983AF/1ADFA2C1513562C6B26938F4FC6D055729A71151.PNG,"Homefront: The Revolution
国土防线2 ***"
197,"['', '1440p', '1440p', '稳定30fps', '稳定30fps', '', '', '1440p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR11556_00_005122C6D8E4545DAC325B8E748CBE7180ED11F3E7/5AAC94589FFBDF5F2876432711E4D8ED61644E5A.PNG,"Horizon: Zero Dawn
地平线 零之黎明"
198,"['', '2160c', '2160c', '稳定30fps', '稳定30fps', '', '', '2160c', '稳定30fps', '', '', '1368p', '1368p', '稳定30fps', '稳定30fps', '', '', '1368p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR09220_00_0003E2E5FE083B9C674F3A7C0344CBB662736496D2/D7DFBF6E86988E3F137F0301C1ACBE78407BAC77.PNG,"Hot Shots Tennis
全民网球"
199,"['', '1080s', '1080s', '稳定60fps', '稳定60fps', '', '', '1080s', '稳定60fps', '']",https://www.psnine.com/00749D5E3095B6A327C533B43B32D8A26AB2C1FD82/A5410D29EF4FA59E7F33F95637BDB7C53C110191,"Hyper Light Drifter
光明旅者"
200,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR18807_00_00A90960A620EB4008EE2D2AC66CC53357FC0E6D43/A41B7D606E61120A44AAA8A9BCDE090AE17BB5C1.PNG,"Hyper Scape
超猎都市"
201,"['', '动态1440t [~ 1440p]', '动态1440t [~ 1440p]', '稳定60fps', '稳定60fps', '增加了反射效果', '增加了反射效果', '动态1440t [~ 1440p]', '稳定60fps', '增加了反射效果']",https://image.api.playstation.com/trophy/np/NPWR11338_00_00A7F97446EBD6A26682047666076BA8173FA899BE/8FCCCD2ACE5F0AC5E0C8B0C82E27CD84EA354E33.PNG,"Injustice 2
不义联盟2"
202,"['', '1440p', '1440p', '稳定60fps', '稳定60fps', '提升了模型细节和动态模糊', '提升了模型细节和动态模糊', '1440p', '稳定60fps', '提升了模型细节和动态模糊']",https://image.api.playstation.com/null.png,"Injustice: Gods Among Us Ultimate Edition
不义联盟 人间之神 终极版 "
203,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR10610_00_003CA30804DCFC6F846B35ADFBD3B640C1AD214995/5AC08AFC891220BE294A7D968CC0BC29EDCA19D2.PNG,"Invisible Inc. Console Edition
隐形公司"
204,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR12727_00_00E6CF2205FC3F9753537EA61A3C49261BC72ADE40/A7B045E60F83BC9261B2C30F1EA6C3861D3F7A40.PNG,"Jak & Daxter: The Precursor Legacy
杰克与达斯特:旧世界的遗产"
205,"['', '1080s', '1080s', '60fps', '60fps', '', '', '1080s', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR12786_00_00419731C4F05F453AD825D6D9677036A553AB4BE4/2338E14F1CDF4E7B895E14BE7F489AA2584DB545.PNG,"Jak 3
杰克3"
206,"['', '1080s', '1080s', '50-60fps', '50-60fps', '', '', '1080s', '50-60fps', '']",https://image.api.playstation.com/trophy/np/NPWR12791_00_00F656AC2612B9EF66FEC2BBBBD2D51F5F00E1ECFD/CA72AED2E7AE925E608F9FA8E033C0C562CE6BB8.PNG,"Jak II
杰克与达斯特 2"
207,"['', '1080s', '1080s', '60fps', '60fps', '', '', '1080s', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR12785_00_00CEF9D498DA773AFE3D80431130907A74BE439BC1/EDDA1E1C96A47384BCDC5A86C7B1B995A72FB1F4.PNG,"Jak X: Combat Racing
杰克和达斯特 X: 战斗赛车"
208,"['', '1080s', '1080s', '稳定60fps', '稳定60fps', '', '', '1080s', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR06812_00_003FEBD0B0438CBF4F60428AB1ADC9D484A0E26D79/ED313104C34D7577E473E5541BDC5B02D4C7F04A.PNG,"Journey
风之旅人"
209,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR16617_00_0017B71BFFE0D117EB9E9FB0DCE0965CDC39A276AA/04096130CAE938649C6766B95FA393F939935D75.PNG,"Judgment
审判之眼 死神的遗言"
210,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR07964_00_00131DD4D585ABC9D26813AFD52FFE731176D434A3/A0BC289B1F6B0AAE7C202912E536CE73E6607E10.PNG,"Just Cause 3
正当防卫3"
211,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR16600_00_00DBB88082DA917A35898FD1E94D4DDF2987AFF001/92C0B58E74BDF3EFDD987362F070ABA833B9C753.PNG,"Just Cause 4
正当防卫4"
212,"['', '动态1440p [~ 1440p]', '动态1440p [~ 1440p]', '稳定30fps', '稳定30fps', '', '', '动态1440p [~ 1440p]', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR19145_00_00B3CA350FB4CCE3ACCD45DF62B4E43E6E24E729C9/F512804849F5F5E88D4E90FB78A4B1330C8531CC.PNG,"Kamen Rider: Memory of Heroez
假面骑士 英雄寻忆"
213,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR10607_00_0005AAD3891D012EE7F98F4952F4C782A267690E75/87036A6D224C3674449ECA7F95BFD24D8C0AED35.PNG,"Kholat
乌拉尔山"
214,"['', '1080p', '1080p', '60fps', '60fps', '', '', '1080p', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09480_00_00C428F95BE8EAD47702C6A2EE5942A23D57CFDF4B/1095FD9D30C0D0A4B61201E157A97821DE9DC96C.PNG,"Killing Floor 2
***"
215,"['', '1800c', '1800c', '稳定60fps', '稳定60fps', '提升了阴影和材质效果', '提升了阴影和材质效果', '1800c', '稳定60fps', '提升了阴影和材质效果']",https://image.api.playstation.com/trophy/np/NPWR05506_00_00484C26373EBD73895C66E4E5FD1F91432F176895/CB728C2FC4AEF61F48C5C7866BF00D1931FF6C9D.PNG,"Killzone: Shadow Fall
杀戮地带 暗影坠落"
216,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '', '', '多人模式 1080t[960x1080]', '多人模式 1080t[960x1080]', '稳定60fps', '稳定60fps', '', '', '多人模式 1080t[960x1080]', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR18446_00_00D181A9003FDEF5EEEC96E6D65CD281A0CBA5151F/B8380BAA259A48355529CD5061435C087C9EA37C.PNG,"Kingdom Come: Deliverance
天国: 拯救"
217,"['', '1080p', '1080p', '30-31fps 卡顿', '30-31fps 卡顿', '', '', '1080p', '30-31fps 卡顿', '']",https://image.api.playstation.com/trophy/np/NPWR12348_00_0019187C18B0950E41B2AE7566D348F60DE8910521/8F90A87BC65EEA1A6770D40948242221A5F5E276.PNG,"Kingdom Hearts HD II.8 Final Chapter Prologue
王国之心2.8HD"
218,"['', '1080p', '1080p', '60fps', '60fps', 'KH 0.2 Birth By Sleep - A Fragmentaty Passage', 'KH 0.2 Birth By Sleep - A Fragmentaty Passage', '1080p', '60fps', 'KH 0.2 Birth By Sleep - A Fragmentaty Passage', '', '2160p', '2160p', '稳定60fps', '稳定60fps', 'Kingdom Hearts DDD: Dream Drop Distance', 'Kingdom Hearts DDD: Dream Drop Distance', '2160p', '稳定60fps', 'Kingdom Hearts DDD: Dream Drop Distance']",https://image.api.playstation.com/trophy/np/NPWR17461_00_005D8FBC79C25DD42446615EE25AA314768B10E99E/35522D0899B408C9E50368B89FF54C8CE751533B.PNG,"Kingdom Hearts Ill
王国之心3"
219,"['', '1296p', '1296p', '稳定30fps', '稳定30fps', '', '', '1296p', '稳定30fps', '', '', '1296p', '1296p', '稳定60fps', '稳定60fps', '', '', '1296p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR07905_00_00EE50D8D1333434E434E9645C48B944EF83E2A0CE/CB1A06FF69E2163C38E8F6646E14E9F49D3A3C8D.PNG,"King’s Quest [2016]
国王密使"
220,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR05170_00_00E93DC715741E698213E181A2FA09080EF704526A/822C92C922A51855BA52E8A411B74532B91AE73D.PNG,"Knack
钠克的大冒险"
221,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '', '', '1728¢', '1728¢', '稳定60fps', '稳定60fps', '少量画面Bug', '少量画面Bug', '1728¢', '稳定60fps', '少量画面Bug']",https://image.api.playstation.com/trophy/np/NPWR10801_00_00C91EE944342F4730FA455266FCCFF954F920F05A/89F8887805D9B1D280DA33FA2F34F8DFE25F8E85.PNG,"Knack 2
钠克的大冒险2"
222,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '', '', '1800c', '1800c', '稳定60fps', '稳定60fps', '', '', '1800c', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR12540_00_00764A430B66DB6E764EDECFA6A45E14F008EAF9AE/CD17A2486EA46DE5FC6D9F2EF216D97C4A3ACAC5.PNG,"Kona
"
223,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR06934_00_0031B41D1E77326DA4DB39212F4A24FE2309CE5FCE/FD2CB9348C6A05C90DABC65CF5AD03B57F83F40D.PNG,"Lara Croft and the Temple of Osiris
劳拉和奥西里斯神庙"
224,"['', '1080p', '1080p', '60fps', '60fps', '明显画面Bug', '明显画面Bug', '1080p', '60fps', '明显画面Bug']",https://image.api.playstation.com/trophy/np/NPWR08423_00_00595CB934E1924B455318080AC5C19FBB03342C33/60CCD7F4104091ADEFB8A51B30B13AA0FE114C0B.PNG,"Let It Die
让它***"
225,"['', '1440p', '1440p', '稳定60fps', '稳定60fps', '', '', '1440p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09500_00_00A229148E6190DF1D55847AB9D9C59C36F4139D70/72A02C195C7552890475FBDA048DA63725C1E47C.PNG,"Lichdom: Battlemage
巫妖之路: 战法师"
226,"['', '900p', '900p', '60fps 偶尔掉帧', '60fps 偶尔掉帧', '', '', '900p', '60fps 偶尔掉帧', '']",https://image.api.playstation.com/trophy/np/NPWR11974_00_00F8E589325CE5C9E4BC479997BE6E9AE9A3214781/61E5D1B9BE30031957EB8CBC7FB15ACD538730F2.PNG,"Little Nightmares
小小梦魇"
227,"['', '1620p', '1620p', '稳定60fps', '稳定60fps', '', '', '1620p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR07221_00_00016D6BCD432E0DD797AE186F2A4B94D441B8B9ED/168C02CDB47A20E4BD583A2E0DDFEF8853173A71.PNG,"LittleBigPlanet 3
小小大星球 3"
228,"['', '1080p', '1080p', '30fps', '30fps', '', '', '1080p', '30fps', '']",https://image.api.playstation.com/trophy/np/NPWR06777_00_0060D8811D41599D74D6476CB6A1B3C6F66DE05E70/D46AB4A4D1438388F80FC1B8250AF493AB646EAE.PNG,"Lords of the Fallen
堕落之王"
229,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://www.psnine.com/008327AA08F849EA67F177A0EBD88D80C54F42FF43/97F8BB11202DEBE3C3E71BD0E203C409494B4FDC,"Lumines Remastered
音乐方块 重制版"
230,"['', '2160p', '2160p', '稳定60fps', '稳定60fps', '音效Bug', '音效Bug', '2160p', '稳定60fps', '音效Bug']",https://image.api.playstation.com/trophy/np/NPWR16328_00_007440885AC946177940EF96F01BE5BC833E2E49D7/9E7E3FA283BD4415ACF162C5E7E5A1556D48E60A.PNG,"MLB The Show 19
美国职业棒球大联盟 19"
231,"['', '1440p', '1440p', '稳定60fps', '稳定60fps', '', '', '1440p', '稳定60fps', '', '', '2160p', '2160p', '60fps', '60fps', '', '', '2160p', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR18969_00_00FDD156F6916C89D4F199D4108424DBEF629DC8D3/9AEB8CBD5BA6BC12C255BFB3DCCA7E985553ED34.PNG,"MLB The Show 20
美国职业棒球大联盟 20"
232,"['', '2160p', '2160p', '稳定60fps', '稳定60fps', '', '', '2160p', '稳定60fps', '', '', '1440p', '1440p', '稳定60fps', '稳定60fps', '', '', '1440p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR07032_00_006C7EFF534DE56254160FE1DFB92C0F43DA473DF9/E71723CF571609907BF2665F5F06E2820214CD79.PNG,"Mad Max
疯狂麦克斯"
233,"['', '1080p', '1080p', '30fps', '30fps', '', '', '1080p', '30fps', '']",https://image.api.playstation.com/trophy/np/NPWR19105_00_00C23C1C953B85779AD89D6B936DD787CE160BD959/416977DC159DAF496F570EA7199F345AF3EE9E6A.PNG,"Mafia Il: Definitive Edition
***2 决定版"
234,"['', '1440p', '1440p', '稳定30fps', '稳定30fps', '', '', '1440p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR09988_00_00EFE91B0D1C20712D5E52724C65169AC5F687BBA7/6F0F6BA4434D2A21E88ACEAC2BB3B2B4DDF69162.PNG,"Mafia Ill: Definitive Edition
***3 终极版"
235,"['', '720p', '720p', '稳定30fps', '稳定30fps', '严重画面Bug', '严重画面Bug', '720p', '稳定30fps', '严重画面Bug']",https://image.api.playstation.com/trophy/np/NPWR20880_00_006F01372969AF7EA018781DF293CB211B91FBE12C/9693DE10A488CD54FB98BD3C0CB498607CB774E4.PNG,"Mafia: Definitive Edition
*** 决定版"
