,fps,img_src,name
79,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR19356_00_00DE0CA02350D94E9A92208009A65226B14DA4C466/AE7A76079A1D4363E3954CCBF9BFBCD40D78F95E.PNG,"Control
控制"
80,"['', '动态2160t [1440p]', '动态2160t [1440p]', '30fps', '30fps', '', '', '动态2160t [1440p]', '30fps', '']",https://image.api.playstation.com/trophy/np/NPWR13022_00_00CD739C42298AAABD573298D3B1EA3889DDEBD363/77259AC2C499A13A0CC5F8632CA01576F6B45E68.PNG,"Cosmic Star Heroine
星际女侠"
81,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR20249_00_007AF665AB943D75E115FF0A654FA9F914AD46EC2C/1342B78FAEFEB15D180DD66A06AB4760BBEAEA82.PNG,"Crash Bandicoot 4: It’s About Time
古惑狼4 时机已到"
82,"['', '动态1080p [1080p]', '动态1080p [1080p]', '稳定60fps', '稳定60fps', '', '', '动态1080p [1080p]', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR13347_00_0036293E6DD67F13C7646A36FFE992312CE5954D69/ED518435C5134121DA5A702898FAD47A38197536.PNG,"Crash Bandicoot: N.Sane Trilogy
古惑狼三部曲"
83,"['', '1440p', '1440p', '稳定30fps', '稳定30fps', '', '', '1440p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR14209_00_00335F2B8E5FCDFB01F478C4A337E2380973276FC6/40F9DEA9EAA92F0E37082327917CE1588F7F47AF.PNG,"Crossout
创世战车"
84,"['', '2160p', '2160p', '60fps 撕裂', '60fps 撕裂', '', '', '2160p', '60fps 撕裂', '']",https://image.api.playstation.com/trophy/np/NPWR20013_00_00E061EEBEF5736198C292BCDC101BC3D845A9304A/0D91B20570B8A60BDF1443F9B5FA10E293287C2B.PNG,"Crysis Remastered
孤岛危机 Remastered"
85,"['', '动态1080p [~1080p]', '动态1080p [~1080p]', '30fps 掉帧', '30fps 掉帧', '光线Bug', '光线Bug', '动态1080p [~1080p]', '30fps 掉帧', '光线Bug', '', '动态1800p [~ 1800p]', '动态1800p [~ 1800p]', '30fps 卡顿', '30fps 卡顿', '少量画面Bug', '少量画面Bug', '动态1800p [~ 1800p]', '30fps 卡顿', '少量画面Bug', '', '1080t [~ 1080p]', '1080t [~ 1080p]', '30fps', '30fps', '少量画面Bug', '少量画面Bug', '1080t [~ 1080p]', '30fps', '少量画面Bug']",https://image.api.playstation.com/trophy/np/NPWR16723_00_005D975A58AA26D35A103A53CB6350F955C4EE7E21/45F93E3387C97F3933FF8708AC090FC645AD740A.PNG,"Cyberdimension Neptunia: 4 Goddesses Online
四女神Online 幻次元游戏 海王星"
86,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR10087_00_003EF6C2C6B64081C26E36DE758B4E0736AAA45706/097EAD1956BDA61BD9C5302FAF5489E9C6A4BCEA.PNG,"DIRT Rally
尘埃 拉力赛"
87,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '提升了模型细节 光照和天气效果', '提升了模型细节 光照和天气效果', '1080p', '稳定60fps', '提升了模型细节 光照和天气效果']",https://image.api.playstation.com/trophy/np/NPWR16317_00_006E95ACA41660C1565B6BA8646F50A08375201109/6D785F6728191CDCF8AAFDCAEE6C7E829E1036E0.PNG,"DOOM Eternal
毁灭战士 永恒"
88,"['', '动态1440p [~ 1440p]', '动态1440p [~ 1440p]', '稳定60fps', '稳定60fps', '', '', '动态1440p [~ 1440p]', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR18291_00_00A6CCD6857389241969B9532A3964A04E7753983E/523F951D75A1086D3812F9F1C936207C0DB37542.PNG,"DOOM [2016]
毁灭战士4"
89,"['', '动态1440p [~ 1440p]', '动态1440p [~ 1440p]', '稳定60fps', '稳定60fps', '', '', '动态1440p [~ 1440p]', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR05254_00_0035A0268243FACE848A78FC8876CECE4F7ECECBD3/09000885A1AA03C74FC05EBD176F00295738B386.PNG,"DRIVECLUB
驾驶俱乐部"
90,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://www.psnine.com/00E389E39D3DAC2DCB08E4B5C26D73CC0C6C4DFBB9/87DE704931F91E5D7919315D74CD53D0A5E88B92,"DWVR
"
91,"['', '1080p', '1080p', '120fps', '120fps', '', '', '1080p', '120fps', '']",https://image.api.playstation.com/trophy/np/NPWR13296_00_003926A7953E2579FE7CCE41FF0C4D9273DE0DF696/97E17A8F4ADF92DEDCCB7393E1DE4484C78E1BE5.PNG,"Danger Zone
火爆狂飙"
92,"['', '2160c', '2160c', '稳定30fps', '稳定30fps', '', '', '2160c', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR08568_00_00F8CFF492484B5E8D362D4373DE81B0BDF4B9D160/7450A2622A86F5782D6BA288E338FD4452AA3424.PNG,"Dark Cloud
暗云"
93,"['', '1080s', '1080s', '稳定60fps', '稳定60fps', '', '', '1080s', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR08719_00_00C83CB7D5950EA20CECB0550833D53CC32A981F96/3726D8E827C88AC7294330E65B6820DE99CE786F.PNG,"Dark Cloud 2
暗云 2"
94,"['', '1080s', '1080s', '稳定30fps', '稳定30fps', '', '', '1080s', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR07897_00_00B1B88693A993473272413EDB83CC197E895B34D1/3F49215DC1A348E47575B58B205808F148F3D3A8.PNG,"Dark Souls III
黑暗之魂3 "
95,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR08199_00_0041F9770FBE806110B69A2EA6A08590B7483E7FD5/AD01C3225C31F8DBD918D7E842C824ADE9432CEC.PNG,"Dark Souls Il: Scholar of the First Sin
黑暗之魂2 原罪哲人"
96,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR13281_00_00A03E8F7ED2727FADE2548E45F2781D32F5D048F6/B26EE8644603C33DBEB01C4E172FB4972D069B2E.PNG,"Dark Souls Remastered
黑暗之魂 重制版"
97,"['', '1800p', '1800p', '稳定60fps', '稳定60fps', '降低了光照和阴影效果', '降低了光照和阴影效果', '1800p', '稳定60fps', '降低了光照和阴影效果']",https://image.api.playstation.com/trophy/np/NPWR09304_00_003FC56A70158BC23E7C5A7B8B97989C4AAF7E1C8B/56BC33B67701827A9F96643A7D67E18ED7F2F2FD.PNG,"Darksiders II: Deathinitive Edition
暗黑血统2:终极版"
98,"['', '1080p', '1080p', '30fps 卡顿', '30fps 卡顿', '', '', '1080p', '30fps 卡顿', '']",https://image.api.playstation.com/trophy/np/NPWR16566_00_0017175A8558DDA522802B2968454DB124FD827385/88DA2799B0B379B0A4C2BBDEDF0855DEF75B4BFE.PNG,"Darksiders Ill
暗黑血统3"
99,"['', '动态1440p [~ 1440p]', '动态1440p [~ 1440p]', '30fps', '30fps', '', '', '动态1440p [~ 1440p]', '30fps', '']",https://image.api.playstation.com/trophy/np/NPWR11510_00_00A4ABFC7597DEC41F52A63259B277516B0CFE409C/CEFC845D5D458E059F188D543874EEAF0BF6FB90.PNG,"Darksiders: Warmastered Edition
暗黑血统 战神版"
100,"['', '1620p', '1620p', '稳定60fps', '稳定60fps', '', '', '1620p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR17683_00_0084EA20D170DAE05D1644A1AE0AA76B4430FBC617/03EF314EA41FC2E89F0CAE9BB42FCF750CA93757.PNG,"DayZ
"
101,"['', '1080p', '1080p', '60fps 少数掉帧', '60fps 少数掉帧', '', '', '1080p', '60fps 少数掉帧', '']",https://image.api.playstation.com/trophy/np/NPWR05828_00_007F48AAF9DB9E9AD88BCB760BD5287FB2223DE5B1/7C3038AB87FE1532866EBFA32D4425D3D7577B0C.PNG,"Daylight
曙光"
102,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '明显画面Bug', '明显画面Bug', '1080p', '稳定60fps', '明显画面Bug']",https://image.api.playstation.com/trophy/np/NPWR17130_00_002D14DB28AA079AB444D1AA3527D40F8F780DBAEE/81687E4B5151D16193E5EC2A558719***B6BD363.PNG,"Days Gone
往日不再"
103,"['', '2160c', '2160c', '60fps', '60fps', '', '', '2160c', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR15385_00_004E5BDC7710BD7A5990B7F11A7FCD71E093411D67/90D21281C76535BEB0D144501253EA3CE0C1974B.PNG,"Dead Cells
死亡细胞"
104,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09879_00_00787C03089E5B13CC6227E4D0B3AFAC6E6C5601D1/F6BB11B8ED3881AAC18B6E9CB8D3AB6F1607851E.PNG,"Dead Island: The Definitive Collection
死亡岛 决定版"
105,"['', '1080p', '1080p', '30fps 卡顿', '30fps 卡顿', 'Dead Island', 'Dead Island', '1080p', '30fps 卡顿', 'Dead Island', '', '1080p', '1080p', '30fps 卡顿', '30fps 卡顿', 'Dead Island: Riptide', 'Dead Island: Riptide', '1080p', '30fps 卡顿', 'Dead Island: Riptide']",https://image.api.playstation.com/trophy/np/NPWR07591_00_008166B473288F5F84695659AB16D48C8030E82010/B710CCE6A4DD149A3A4B497DCE5CD03382400AE1.PNG,"Dead or Alive 5 Last Round
死或生5:最后一战"
106,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR15300_00_00757DDD309D792AECD3EAC51F5188832C9FD3BD99/E2AE7BBF6DA2ECDA60B150695C64095C7C37BEC5.PNG,"Dead or Alive 6
死或生6"
107,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '', '', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR10021_00_0005279BFC1A240882B0F4D68D620BAB253BDAD360/EC7ACD2B4332C6A59BC6C87BCC175E8A67DCCF7D.PNG,"Dead or Alive Xtreme 3 Fortune
死或生 沙滩排球3 幸运"
108,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR15452_00_00C4148DCF2C643F04B8FAC9A058B1B60F1837E22D/921A46F437D16CCAB8A2BBDB49E8F9A2C85E3AC0.PNG,"Death’s Gambit
亡灵诡计"
109,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09250_00_00A6A8EF71C1157FBE2306F10B5C44892CDE79D069/A9C4963687191DDF2C0DED9DE4AB7C8CF79CC321.PNG,"Deception IV: The Nightmare Princess
影牢 恶梦公主"
110,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR20257_00_00D96305C1CA8B2F34005110F1074E9FC7877D68C0/F19966D2383FFA178230697806AAA58C2E7C2663.PNG,"Descenders
速降王者"
111,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR11148_00_001DD0E6853FDC9A38325C30EFA52937F33618A9CC/04674C070B8D785107DB2B3BA096413DBBB9479B.PNG,"Destroy All Humans! [2020]
毁灭全人类 [2020]"
112,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR13872_00_00BE2C548A4C58B53BB438538BF2552A5EC3CB2454/9411A02B801534FF93B46D29DF61282875512079.PNG,"Detroit: Become Human
底特律 化身为人"
113,"['', '2160c', '2160c', '稳定30fps', '稳定30fps', '', '', '2160c', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR08844_00_0088295F7494577C26534044F34472AD79985C4EC0/098FB9022493ED1AD88378FE25C8C73DD9512E6A.PNG,"Deus Ex: Mankind Divided
杀出重围 人类分裂"
114,"['', '动态2160c [2160c]', '动态2160c [2160c]', '稳定30fps', '稳定30fps', '', '', '动态2160c [2160c]', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR05974_00_00A37BA542EC46DBF8A24E0B1177E1172B4F1FB8EC/636175FE59DB1D85DE059BA7EEE8188C7B63FD7B.PNG,"Diablo Ill: Ultimate Evil Edition
暗黑破坏神3 夺魂之镰"
115,"['', '动态2160p [~2160p]', '动态2160p [~2160p]', '稳定60fps', '稳定60fps', '', '', '动态2160p [~2160p]', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR11830_00_0013021CDB65C15D11080DF9C550405332FA27AC92/1BCC1F6F30D6BF27C8034EE73ADF4622C7986876.PNG,"Digimon World: Next Order
数码宝贝世界 新秩序"
116,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR14780_00_00E95FBEEDD3981A39587EBE3703005D1A63470760/F446D28BD0D4EF5862D2E96FE35A0BFC4678CDAE.PNG,"Disaster Report 4: Summer Memories
绝体绝命都市4 PLUS 夏日回忆"
117,"['', '1080p', '1080p', '60fps', '60fps', '', '', '1080p', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09078_00_00EA5F12CCD98CA851F3CC1599CF51837974BADEB7/BAADF8AF03847F019472789C14BD0DCD0B8B7324.PNG,"Disgaea 5: Alliance of Vengeance
魔界战记5:复仇与反叛"
118,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR10201_00_00C4D1C4A749DE3A67AFEDAD887A7868217270DD50/7AA6386499123FAEF99C5C19DB993FB22A4C8D61.PNG,"Dishonored 2
耻辱2"
119,"['', '1440p', '1440p', '30fps', '30fps', '', '', '1440p', '30fps', '']",https://image.api.playstation.com/trophy/np/NPWR08727_00_001AC0FAFC3C048CCE9CFC90E641453DDD52680000/C1DF53A1E75FD8846A6A3473EF48097F81A53FDA.PNG,"Dishonored: Definitive Edition
耻辱 决定版"
120,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR08359_00_00C7A7B6B0917CB3FA885AFDB5C11748423D192F40/1296201D2BEA13128EF6F4D3BF38B23F2BEE0D7D.PNG,"Disney Infinity 3.0
迪士尼无限3.0"
121,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR14075_00_00EC7E439572B10425EC0F8D01B5FB951A9D144FF9/9CE44787014035143C53087266260AF536E2B4AD.PNG,"Dissidia Final Fantasy NT
最终幻想:纷争NT"
122,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR18397_00_000C8917C37C005F610D98FF492C7211EF843C7661/5FEBBB44CE200C628CAEB5251D8F96C0299AF701.PNG,"Divinity: Original Sin Il — Definitive Edition
神界原罪2 终极版"
123,"['', '2160c', '2160c', '稳定30fps', '稳定30fps', '', '', '2160c', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR14232_00_00B530733E06A01C3388478BE14F9F248A74DC7667/04B62FD8DF56E1C728B241C2C7B2B9AEFFC9B261.PNG,"Donut County
怪圈小镇"
124,"['', '2160p', '2160p', '稳定60fps', '稳定60fps', '', '', '2160p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR05671_00_00FC3ED45668217274BEF5DBA90B6A2ECCB5475B6C/1C30EABDA3A29BCBF***F65E1322129BABD79EB.PNG,"Dragon Age: Inquisition
龙腾世纪 审判"
125,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR13303_00_005E3482033946A86FE084989510004F525B9C2DD9/9C5B5BA05A8645EC48172B8A7274DA7AB11C3A91.PNG,"Dragon Ball FighterZ
龙珠斗士z"
126,"['', '1620p', '1620p', '稳定60fps', '稳定60fps', '', '', '1620p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR10898_00_0019BF2B4BCC79334FA7C8C4EDCCA1B6FA52504B0D/D3A5D909BCD20C90253F13B7701D0E5020709FC4.PNG,"Dragon Ball Xenoverse 2
龙珠 超宇宙2"
127,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09600_00_00B64262FF6CA815779869D549A64A2BCAC93EE503/BB9663F59B46D1BD423D886240387AE84F5E00DC.PNG,"Dragon Quest Builders
勇者斗恶龙 创世小玩家 "
128,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR14616_00_009567FBB56F8F5582D456C9E7DA10020AACB933CB/17BB07C0DEB89869140DC0C617A37C9AAC3C8695.PNG,"Dragon Quest Builders 2
勇者斗恶龙 创世小玩家2 "
129,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR12103_00_00FBA502945C3E03A0974CA38DB66D3A8C78FDDED1/9B33905E41B895A46DA7FE2040228B9C8850B9D8.PNG,"Dragon Quest Heroes II: Twin Kings and the Prophecy's End
勇者斗恶龙 英雄集结Ⅱ 双子之王与预言的终焉"
130,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '', '', '2160c', '2160c', '60fps', '60fps', '', '', '2160c', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR21117_00_00EE32838033A5FD9A12A31516C8BCBC19ECAA0935/D86FAC71ED363AF6B4C281B58ACCFC23A39B28C2.PNG,"Dragon Quest XI S: Echoes of an Elusive Age — Definitive Edition
勇者斗恶龙XI S 寻觅逝去的时光"
131,"['', '1350p', '1350p', '稳定60fps', '稳定60fps', '', '', '1350p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR21117_00_00EE32838033A5FD9A12A31516C8BCBC19ECAA0935/D86FAC71ED363AF6B4C281B58ACCFC23A39B28C2.PNG,"Dragon Quest XI: Echoes of an Elusive Age
勇者斗恶龙XI S 寻觅逝去的时光"
132,"['', '1728c', '1728c', '稳定30fps', '稳定30fps', '', '', '1728c', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR12435_00_005AC70AE9A99345539CE98C9CEF4C788EB4ABA39F/63E14A41456EFB726221E1E552BB9665D8B12069.PNG,"Dragon's Dogma: Dark Arisen
龙之信条 黑暗觉者"
133,"['', '1440p', '1440p', '稳定30fps', '稳定30fps', '', '', '1440p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR10796_00_00EE9EF6D28CEADB83360266AB593B59FF990C0172/86035042A8D26B0C7BB43EF1A7409BCD568528F3.PNG,"Dreams
梦境"
134,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', 'User levels', 'User levels', '1080p', '稳定60fps', 'User levels', '', '1440p', '1440p', '60fps', '60fps', '', '', '1440p', '60fps', '', '', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '', '', '动态1080p [1080p]', '动态1080p [1080p]', '稳定60fps', '稳定60fps', '', '', '动态1080p [1080p]', '稳定60fps', '', '', '1440p', '1440p', '稳定60fps', '稳定60fps', 'User levels', 'User levels', '1440p', '稳定60fps', 'User levels']",https://image.api.playstation.com/trophy/np/NPWR05659_00_00E860F5334098230AE4381F20597847411D67981E/D9BBA0E08F3AC5104AA00346C8B3462A15F4322D.PNG,"Dying Light
消逝的光芒"
135,"['', '1080p', '1080p', 'db vsync 30fps', 'db vsync 30fps', '', '', '1080p', 'db vsync 30fps', '']",https://image.api.playstation.com/trophy/np/NPWR10909_00_00E6697824FF59611DEBB06834C281F42BB4A4B876/0F5216B85F8B6DDBF430B2C3EFFFFDEE005C0FD4.PNG,"Dynasty Warriors 8 Empires
真三国无双7:帝国"
136,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR14240_00_005D5895644842FDDE3FBB57C40C4FF52F8D96CA89/F2B1E3B25762DCA4B451685DE557AF1609F40ED1.PNG,"Dynasty Warriors 9
真三国无双8"
137,"['', '1080p', '1080p', '50-60fps 撕裂', '50-60fps 撕裂', '', '', '1080p', '50-60fps 撕裂', '', '', '1080p', '1080p', '60fps 撕裂', '60fps 撕裂', '', '', '1080p', '60fps 撕裂', '']",https://image.api.playstation.com/null.png,"ELEX
"
138,"['', '1800c', '1800c', '60fps', '60fps', '', '', '1800c', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09714_00_00FEE9699CF89C2F19E6279A33929A71BB07E85329/C808F11710858506ECEC91BACD31C4D7BA6F3610.PNG,"Earth Defense Force 4.1: The Shadow of New Despair
地球防卫军4.1:绝望阴影再袭"
139,"['', '1080p', '1080p', '60fps', '60fps', '', '', '1080p', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR15871_00_00904B7663604936A352318A1316D850BDE8D27106/52A1F34576075706A19AE3F829C23F2FA5588B79.PNG,"Earth Defense Force 5
地球防卫军5"
140,"['', '1080p', '1080p', '60fps 撕裂', '60fps 撕裂', '', '', '1080p', '60fps 撕裂', '']",https://image.api.playstation.com/trophy/np/NPWR14625_00_0086E84891E16D50D7956D768CF22771EFA620EE57/879DC8BEF11BF5568D2792527368716C378F101C.PNG,"Earth Defense Force: Iron Rain
地球防卫军:铁雨"
141,"['', '1080p', '1080p', '60fps', '60fps', '', '', '1080p', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR17716_00_00BB8492FC1EE1EF94984C5E95124E9C42BDAA3718/90D3C8034CF4BE3ECA95D4008B0D5700931495DE.PNG,"Elea
艾丽娅"
142,"['', '动态1440p [1440p]', '动态1440p [1440p]', '稳定60fps', '稳定60fps', '', '', '动态1440p [1440p]', '稳定60fps', '', '', '动态2160p [~2160p]', '动态2160p [~2160p]', '稳定60fps', '稳定60fps', '', '', '动态2160p [~2160p]', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR09017_00_00F3D4788F124FA89612C5726156CA2E51527EBA1B/C166D3C05FB6FB9502BF016E18C6093EC565D85F.PNG,"Ether One
二者抉一"
143,"['', '1080p', '1080p', '60fps', '60fps', '', '', '1080p', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR05961_00_0087B1E223603949B5A1F14449276DD4DE14BB3C89/A2448778406422AB0BF5174E22608CB73DFDB727.PNG,"Everybody's Golf
新全民高尔夫"
144,"['', '2160p', '2160p', '稳定30fps', '稳定30fps', '', '', '2160p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR08865_00_0008754428D32D75A3661007C5F9DC1E17129B319A/9CE48D5E7F7FFCF82201F7BE45141A61DEA44D0C.PNG,"Everybody's Gone to the Rapture
万众狂欢"
145,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR18289_00_00802402696C4B2F6B0E1F849681FFD1FEEB33857E/AF6891332793FA5BB240BD485B2534E4562CABFF.PNG,"F1 2020
"
146,"['', '动态1800c [1800c]', '动态1800c [1800c]', '稳定60fps', '稳定60fps', '', '', '动态1800c [1800c]', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR05526_00_0085EC163FE0BC2DDB5DB55195197043392BB23A50/E863E7A8B266C4EA61E14BF73245C14CF522176C.PNG,"FEZ
"
147,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR19418_00_00DD64BDB8FDDEC62DE6E561F32D6232100339A04A/4E1DE7EDED859551704FF395BA37CADEB296E48D.PNG,"Fall Guys: Ultimate Knockout
糖豆人终极淘汰赛"
148,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '', '', '1080p', '稳定60fps', '']",https://image.api.playstation.com/trophy/np/NPWR08997_00_00092F05228346B1273A8E999669D7A6EF0D6272D4/AD28FFD593E86DAD390ED190455AA6365D5CF606.PNG,"Fallout 4
辐射4"
149,"['', '1440p', '1440p', '稳定30fps', '稳定30fps', '提升了植被 阴影 反射和材质效果', '提升了植被 阴影 反射和材质效果', '1440p', '稳定30fps', '提升了植被 阴影 反射和材质效果']",https://image.api.playstation.com/trophy/np/NPWR09687_00_0090890723F98AD458C3F4EC288C1888A48F880D21/08B0C827B453E9D45ED0DCBE0CB6FFA59BFFD53E.PNG,"Far Cry Primal
孤岛惊魂 野蛮纪源"
150,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/null.png,"Fe
"
151,"['', '1260p', '1260p', '稳定30fps', '稳定30fps', '', '', '1260p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR15239_00_00FA3D1006CEDFFC944B53749AA10D9C2D3653DA9D/461996A57AFDC15126D1EC55CED9B0FA51A09917.PNG,"Fighting EX Layer
格斗领域EX"
152,"['', '1080p', '1080p', '稳定60fps', '稳定60fps', '提升了光照效果', '提升了光照效果', '1080p', '稳定60fps', '提升了光照效果']",https://image.api.playstation.com/trophy/np/NPWR18853_00_00FD138430E8FD102510E0D521B664AF1D0EC90710/11B055F3D04D4F274474B3B0D2F860596ECCDCA4.PNG,"Final Fantasy VII Remake
最终幻想7:重制版"
153,"['', '动态1620p [1620p]', '动态1620p [1620p]', '稳定30fps', '稳定30fps', '', '', '动态1620p [1620p]', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR05019_00_002C499B0AA99AECB0EEE06E351C301393BE6854CB/49A426D74BCE0005BE90B85A7D28C01A9751436C.PNG,"Final Fantasy X HD Remaster
最终幻想10/10-2HD重制版"
154,"['', '1080p', '1080p', '稳定30fps', '稳定30fps', '', '', '1080p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR11367_00_00DC6788ADDA02CC1788CFE22C61B83EF652E099A4/5215DEF4A76ED4B482FC68A2F9B45911C7230D80.PNG,"Final Fantasy XII: The Zodiac Age
最终幻想12 黄道时代"
155,"['', '1440p', '1440p', '稳定30fps', '稳定30fps', '', '', '1440p', '稳定30fps', '']",https://image.api.playstation.com/trophy/np/NPWR01649_00_0029302F962C0A4D96FF3E56FEF7AB9FDD9B3B17A4/31CF7FED9BD3A2E7442553D01A54A4AA9883C993.PNG,"Final Fantasy XIV: Online
最终幻想14 重生之境"
156,"['', '1440p', '1440p', '60fps', '60fps', '', '', '1440p', '60fps', '']",https://image.api.playstation.com/trophy/np/NPWR10963_00_00A556831B1EEF6272129B68B4821D7F23A10460CF/FCF6D5129C32F6BF3C47DD20C27B17B2B4D63D61.PNG,"Final Fantasy XV
最终幻想15"
